situation_number,creation_time,participant_ref,progress,reason,planned,summary,description,validity_start,validity_end,severity,condition,advice,vehicle_mode,affected_operators,affected_lines,affected_stops,affected_places,validity_start_dt,validity_end_dt,disruption_date
1e8c3dad-9aef-4eb8-85db-8adb2b103c8c,2026-02-05T13:48:55Z,TfGM,open,maintenanceWork,true,"Chamber Road, Oldham - Bus Stop Closure","The bus stops on Chamber Road, at the junction of Frederick Street are closed due to works taking place.",2026-02-10T00:01:00.000Z,2026-02-12T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Frederick Street.,bus,BNSM:Bee Network | BNSM:Bee Network | BNGN:Bee Network | BNSM:Bee Network,149:149 | 183:183 | 824:824 | 829:829,1800ED08571:Frederick Street | 1800ED08581:Frederick Street,,2026-02-10 00:01:00+00:00,2026-02-12 23:59:00+00:00,2026-02-10
ba122c43-887c-442a-9a92-d3022b436940,2026-02-05T14:03:39Z,TfGM,open,maintenanceWork,true,"Preston Road, Standish - Bus Stop Closure",The bus stops at Chadwick Farm on Preston Road are closed due to works taking place.,2026-02-10T00:01:00.000Z,2026-02-13T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Chadwick Farm.,bus,PBLT:Rotala Preston Bus | BNGN:Bee Network,311:311 | 632:632,1800WK01321:Chadwick Farm | 1800WK03271:Chadwick Farm,,2026-02-10 00:01:00+00:00,2026-02-13 23:59:00+00:00,2026-02-10
16e2b58c-2dc2-4461-b702-ae6334117139,2025-01-09T10:31:36.327Z,WYCA,open,routeDiversion,true,"Huddersfield, Northgate Viaduct (Kirklees)","Northgate Viaduct, Huddersfield closed due to Transpennine Route Upgrade works from 0700 Tuesday 10 February to 1700 Wednesday 11 February,",2026-02-10T07:00:00.000Z,2026-02-11T17:00:00.000Z,slight,unknown,"254, 328, 363 & X63 will divert via Willow Lane & St John’s Road to Castlegate.

Please use bus stop 45017541 towards Huddersfield & Huddersfield Bus Station towards Bradford Road.",bus,"WRAY:Arriva Yorkshire | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield",254:254 | 328:328 | 363:363 | X63:X63,450017542:Northgate | 450017543:Northgate,,2026-02-10 07:00:00+00:00,2026-02-11 17:00:00+00:00,2026-02-10
16e2b58c-2dc2-4461-b702-ae6334117139,2025-01-09T10:31:36.327Z,WYCA,open,routeDiversion,true,"Huddersfield, Northgate Viaduct (Kirklees)","Northgate Viaduct, Huddersfield closed due to Transpennine Route Upgrade works from 0700 Tuesday 10 February to 1700 Wednesday 11 February,",2026-02-10T07:00:00.000Z,2026-02-11T17:00:00.000Z,slight,unknown,"254, 328, 363 & X63 will divert via Willow Lane & St John’s Road to Castlegate.",bus,"WRAY:Arriva Yorkshire | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield | FHUD:First Halifax, Calder Valley & Huddersfield",254:254 | 328:328 | 363:363 | X63:X63,450017542:Northgate | 450017543:Northgate,,2026-02-10 07:00:00+00:00,2026-02-11 17:00:00+00:00,2026-02-10
139c54df-8b9c-4641-b6c1-0f63a1b74361,2026-02-02T14:57:46Z,WestofEngland,open,maintenanceWork,true,Stop Closure: Launceston Avenue,Launceston Avenue will be suspended from 10/02/26 - 11/02/26 between 0800-1700.,2026-02-10T08:00:00.000Z,2026-02-10T17:00:00.000Z,normal,unknown,Launceston Avenue will be suspended from 10/02/26 - 11/02/26 between 0800-1700.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,17:17 | 44:44,0170SGB20104:Launceston Avenue | 0170SGB20089:Launceston Avenue,,2026-02-10 08:00:00+00:00,2026-02-10 17:00:00+00:00,2026-02-10
27233671-1238-48b9-b093-186aba933c3a,2026-01-30T15:09:11Z,Merseytravel,open,roadworks,true,Dwerryhouse Lane Northbound Only (Croxteth),Dwerryhouse Lane will be closed Northbound only from 0800 hrs until 1500 hrs at the junction of Muirhead Avenue East to the junction of Carr Lane on Tuesday 10 February.,2026-02-10T08:00:00.000Z,2026-02-10T15:00:00.000Z,normal,unknown,"Service 62
From Penny Lane as normal to Muirhead Avenue East then continue along Oak Lane, Croxteth Hall Lane, Stonebridge Lane, Storrington Avenue to Lower House Lane then resume normal route to Bootle (omitting Dwerryhouse Lane and a section of Lower House Lane).
From Bootle as normal to Penny Lane.",bus,AMSY:Arriva Merseyside,62:62,2800S46038B:Carr Lane | 2800S46162B:Etal Close,,2026-02-10 08:00:00+00:00,2026-02-10 15:00:00+00:00,2026-02-10
27233671-1238-48b9-b093-186aba933c3a,2026-01-30T15:09:11Z,Merseytravel,open,roadworks,true,Dwerryhouse Lane Northbound Only (Croxteth),Dwerryhouse Lane will be closed Northbound only from 0800 hrs until 1500 hrs at the junction of Muirhead Avenue East to the junction of Carr Lane on Tuesday 10 February.,2026-02-10T08:00:00.000Z,2026-02-10T15:00:00.000Z,normal,unknown,"Service 215

From Walton (Lavender Way) will operate as normal to Muirhead Avenue East, then via Oak Lane to Oak Lane North, then as normal route to Aintree University Hospital (omitting Dwerryhouse Lane, Carr Lane East and a section of Croxteth Hall Lane). 
Alternative stops: Muirhead Avenue East, near Wingrave Way; and Oak Lane North, near Croxteth Hall Lane. 
From Aintree University Hospital as normal route to Walton (Lavender Way).",bus,HUYT:Huyton Travel,215:215,2800S46162B:Etal Close | 2800S46094B:Mace Road,,2026-02-10 08:00:00+00:00,2026-02-10 15:00:00+00:00,2026-02-10
505caa22-bac7-4832-b1b5-1e77b68c2b9c,2026-01-19T13:16:31Z,WestofEngland,open,roadworks,true,Stop Closure: Cheddar Grove,Cheddar Grove (N-bound) & Cheddar Grove (S-bound) is closed between 8:00am on the 10/02 until 5:30pm on the 12/02.,2026-02-10T08:00:00.000Z,2026-02-12T17:30:00.000Z,normal,unknown,Cheddar Grove (N-bound) & Cheddar Grove (S-bound) is closed between 8:00am on the 10/02 until 5:30pm on the 12/02.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited,37:37 | 75:75 | SB7:SB7,0100BRA10082:Cheddar Grove | 0100BRA10081:Cheddar Grove,,2026-02-10 08:00:00+00:00,2026-02-12 17:30:00+00:00,2026-02-10
4c887d5c-eeca-46bd-bca1-19dbae0335ef,2026-02-02T13:42:51Z,WestofEngland,open,roadworks,true,Stop Closure: Wesley Street,Wesley Street (N-bound) and Wesley Street (S-bound) will be closed between 9:30am until 3:30pm (Daily) from the 10/02 until 12/02.,2026-02-10T09:30:00.000Z,2026-02-12T15:30:00.000Z,normal,unknown,Wesley Street (N-bound) and Wesley Street (S-bound) will be closed between 9:30am until 3:30pm (Daily) from the 10/02 until 12/02.,bus,EUTX:Eurocoaches (Bristol) | FBRI:First Bristol Limited | LEMB:The Big Lemon,512:512 | A1:A1 | P1:P1,0100BRA10071:Wesley Street | 0100BRA10072:Wesley Street,,2026-02-10 09:30:00+00:00,2026-02-12 15:30:00+00:00,2026-02-10
fd5d114b-f354-4c7c-ac71-63f43d69c4e5,2026-02-02T13:45:56Z,WestofEngland,open,roadworks,true,Stop Closure: West Street,West Street (SW-bound) will be closed between 9:30am until 3:30pm (Daily) on the 10/02 until 12/02.,2026-02-10T09:30:00.000Z,2026-02-12T15:30:00.000Z,normal,unknown,West Street (SW-bound) will be closed between 9:30am until 3:30pm (Daily) on the 10/02 until 12/02.,bus,FBRI:First Bristol Limited | LEMB:The Big Lemon | FBRI:First Bristol Limited,m1:m1 | P1:P1 | SB7:SB7,0100BRA10073:West Street,,2026-02-10 09:30:00+00:00,2026-02-12 15:30:00+00:00,2026-02-10
f2972503-aaed-4db1-9aef-3abed8e4f293,2026-02-06T13:54:44Z,Merseytravel,open,roadworks,true,North Breeze Hill - Westbound (Walton),"North Breeze Hill will be closed Westbound at County Road on Tuesday 10 February 2026, between 0930 and 1430 approximately.",2026-02-10T09:30:00.000Z,2026-02-10T14:30:00.000Z,normal,unknown,"Services 60, 81 and 81A
• From Aigburth Vale and Speke/Liverpool John Lennon Airport will operate as normal to Queens Drive, then continue via Queens Drive to Breeze Hill, then as normal route to Bootle Bus Station (omitting Queens Drive slip road and North Breeze Hill).
Alternative bus stops: Queens Drive, opposite Haggerston Road and Breeze Hill, Hill Crest.",bus,AMSY:Arriva Merseyside | AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,60:60 | 81:81 | 81A:81A,2800S40117B:Astor Street | 2800S40116A:Delf Lane,,2026-02-10 09:30:00+00:00,2026-02-10 14:30:00+00:00,2026-02-10
f2972503-aaed-4db1-9aef-3abed8e4f293,2026-02-06T13:54:44Z,Merseytravel,open,roadworks,true,North Breeze Hill - Westbound (Walton),"North Breeze Hill will be closed Westbound at County Road on Tuesday 10 February 2026, between 0930 and 1430 approximately.",2026-02-10T09:30:00.000Z,2026-02-10T14:30:00.000Z,normal,unknown,"Service 62
• From Penny Lane will operate as normal to Rice Lane, then via Hornby Road, Aintree Road, Southport Road, then right onto Breeze Hill, then as normal route to Bootle, North Park (omitting section of Rice Lane, North Breeze Hill and a section of Breeze Hill).
Alternative bus stops: Rice Lane Interchange, Rice Lane, opposite Hornby Road, Stop F and Breeze Hill, Balliol Road.",bus,AMSY:Arriva Merseyside,62:62,2800S40117B:Astor Street | 2800S46053C:Cavendish Drive | 2800S46054B:Denbigh Road | 2800S46052B:Fazakerley Road | 2800S40097B:Hill Crest,,2026-02-10 09:30:00+00:00,2026-02-10 14:30:00+00:00,2026-02-10
ba3f0e29-4735-4208-96c8-5d119ca532f9,2025-12-09T12:10:34Z,WYCA,open,roadworks,true,"Old Farnley, Whincover Drive at Ring Road Farnley (Leeds)",Whincover Drive at Ring Road Farnley is affected by Northern Gas works from Tuesday 10 February to Monday 23 February.,2026-02-10T09:30:00.000Z,2026-02-23T23:59:00.000Z,slight,unknown,"ervice 42 will divert as follows:

Towards Old Farnley: Services will remain on the Ring Road and will terminate at bus stop 45010372, Ring Rd Whincover Drive.

Towards Leeds: Services will start from bus stop 45010378, Ring Rd Whincover Drive to resume a normal route.

Bus Stop missed:

45010381 - Whincover Hill

45012204 - Bawn Gardens

45012206 - Butterbowl Grove

45010385 - Old Farnley

45012198 - Farnley Academy

45012200 - Whincover Road

45010384 - Whincover Gardens

45010380 - Ring Rd Lower Wortley

Catch from: 45010378 Ring Road at Whincover Drive",bus,FLDS:First Leeds,42:42,450012204:Bawn Gardens | 450012206:Butterbowl Grove | 450012198:Farnley Academy | 450010385:Old Farnley | 450010380:Ring Road Lower Wortley | 450010384:Whincover Gardens | 450010381:Whincover Hill | 450012200:Whincover Road,,2026-02-10 09:30:00+00:00,2026-02-23 23:59:00+00:00,2026-02-10
f45b0f82-3fa6-4d1d-bd4e-041c4431e15c,2026-02-06T14:28:18Z,Merseytravel,open,roadworks,true,Utting Avenue East - Northbound (Norris Green),"Utting Avenue East will be closed Northbound at Broadway and Sedgemoor Road on Tuesday 10 February 2026 for 1 approximately 1 night, between 1900 and 0600 the next day.",2026-02-10T19:00:00.000Z,2026-02-11T06:00:00.000Z,normal,unknown,"Services 14 and 14A
• From Liverpool will operate as normal to Townsend Avenue, then continue via Townsend Avenue, East Lancashire Road, Lower House Lane to Storrington Avenue, then as normal routes to Croxteth and Kirkby/Tower Hill (omitting Utting Avenue East).
Alternative bus stops: Townsend Avenue, Broad Lane and Sorrington Avenue, Worrow Road.",bus,AMSY:Arriva Merseyside | SCMY:Stagecoach | SCMY:Stagecoach,14:14 | 14:14 | 14A:14A,2800S46005A:Cottesbrook Road | 2800S46002B:Parthenon Drive | 2800S46004B:Scargreen Avenue | 2800S46003B:Sedgemoor Road | 2800S46013E:Townsend Avenue,,2026-02-10 19:00:00+00:00,2026-02-11 06:00:00+00:00,2026-02-10
f45b0f82-3fa6-4d1d-bd4e-041c4431e15c,2026-02-06T14:28:18Z,Merseytravel,open,roadworks,true,Utting Avenue East - Northbound (Norris Green),"Utting Avenue East will be closed Northbound at Broadway and Sedgemoor Road on Tuesday 10 February 2026 for 1 approximately 1 night, between 1900 and 0600 the next day.",2026-02-10T19:00:00.000Z,2026-02-11T06:00:00.000Z,normal,unknown,"Services 61 and 61B
• From Aigburth Vale to Bootle Bus Station is unaffected.
• From Bootle Bus Station will operate as normal to Parthenon Drive, then continue via Parthenon Drive to Lorenzo Drive, then as normal routes to Aigburth Vale (omitting Strawberry Road, Townsend Avenue and Utting Avenue East).
Alternative bus stops: Stopgate Lane, Tilston Road and Lorenzo Drive, Broad Lane.",bus,AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,61:61 | 61B:61B,2800S46076B:Parthenon Drive | 2800S46013C:Utting Avenue East,,2026-02-10 19:00:00+00:00,2026-02-11 06:00:00+00:00,2026-02-10
5cc2a0e2-a605-44ff-bb30-286369ceecfa,2026-02-06T09:18:41Z,Merseytravel,open,roadworks,true,Hornby Road (Walton),"Hornby Road will be closed at Rice Lane on Tuesday 10 February 2026 for 1 night, between 1900 and 0600 the next day.",2026-02-10T19:00:00.000Z,2026-02-11T06:00:00.000Z,normal,unknown,"Service 68, 68A, 68B and 68E
• From Aigburth/Broadgreen will operate as normal to County Road, then via North Breeze Hill, Breeze Hill, Southport Road to Aintree Road, then as normal routes to Bootle Bus Station (omitting Rice Lane, Hornby Road and a section of Aintree Road).
Alternative bus stops: County Road, Bedford Road - Stop A and Aintree Road, Fernhill Road.
• From Bootle Bus Station will operate as normal to Aintree Road, then via Southport Road, Breeze Hill, North Breeze Hill to County Road, then as normal route to Aigburth Vale (omitting a section of Aintree Road, Hornby Road and Rice Lane).
Alternative bus stops: Aintree Road, Fernhill Road and County Road, opposite Bedford Road, Stop K.",bus,AMSY:Arriva Merseyside | AMSY:Arriva Merseyside | AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,68:68 | 68A:68A | 68B:68B | 68E:68E,2800S46053C:Cavendish Drive | 2800S46053A:Clock Tower Drive | 2800S46065D:Connolly Avenue | 2800S46065C:Connolly Avenue | 2800S46054B:Denbigh Road | 2800S46052B:Fazakerley Road | 2800S46052C:Rawcliffe Road | 2800S46051B:Rice Lane and Walton Station | 2800S46078B:Rice Lane and Walton Station | 2800S46078A:Rice Lane and Walton Station | 2800S46051A:Rice Lane and Walton Station | 2800S46079A:Walton Prison | 2800S46079B:Walton Prison | 2800S46054A:York Street,,2026-02-10 19:00:00+00:00,2026-02-11 06:00:00+00:00,2026-02-10
5cc2a0e2-a605-44ff-bb30-286369ceecfa,2026-02-06T09:18:41Z,Merseytravel,open,roadworks,true,Hornby Road (Walton),"Hornby Road will be closed at Rice Lane on Tuesday 10 February 2026 for 1 night, between 1900 and 0600 the next day.",2026-02-10T19:00:00.000Z,2026-02-11T06:00:00.000Z,normal,unknown,"Service 300
• From Southport/Lydiate will operate as normal to Ormskirk Road, Aintree Station, then via Park Lane, Bridle Road, Netherton Way, Bailey Drive, Southport Road to Aintree Road, then as normal route to Liverpool (omitting Warbreck Moor, Rice Lane, Hornby Road and a section of Aintree Road).
Alternative bus stops: Ormskirk Road, Brenka Avenue and Aintree Road, Fernhill Road.
• From Liverpool will operate as normal to Aintree Road, then via Southport Road, Bailey Drive, Netherton Way, Bridle Road, Park Lane to Ormskirk Road, then as normal route to Lydiate/Southport (omitting a section of Aintree Road, Hornby Road, Rice Lane and Warbreck Moor).
Alternative bus stops: Aintree Road, Fernhill Road and Aintree Interchange, Ormskirk Road - Stop B.",bus,AMSY:Arriva Merseyside | AMSY:Arriva Merseyside,300:300 | 300:300,2800S46061A:Aintree Station | 2800S46059B:Albany Road | 2800S46060A:Church Avenue | 2800S46065D:Connolly Avenue | 2800S46065C:Connolly Avenue | 2800S46059A:Eastbourne Road | 2800S46089A:Grace Road | 2800S46050B:Orrell Park Station | 2800S46050C:Orrell Park Station | 2800S46051B:Rice Lane and Walton Station | 2800S46078B:Rice Lane and Walton Station | 2800S46051A:Rice Lane and Walton Station | 2800S46051C:Rice Lane and Walton Station | 2800S46051D:Rice Lane and Walton Station | 2800S46079A:Walton Prison | 2800S46079B:Walton Prison | 2800S46090C:Warbreck Avenue,,2026-02-10 19:00:00+00:00,2026-02-11 06:00:00+00:00,2026-02-10
00cc239d-ec79-4c77-b263-71b613d2269f,2026-01-30T13:16:02Z,WYCA,open,roadworks,true,"Flockton, Pinfold Lane (Kirklees)",Pinfold Lane closed due to roadworks from Tuesday 10 February to Friday 13 February between 2000 - 0500 each night.,2026-02-10T20:00:00.000Z,2026-02-11T05:00:00.000Z,slight,unknown,"Service 232 is diverting via Upper Lane, Ash Lane, Woodhouse Lane, Denby Dale Road, Bar Lane, Barnsley Road & Hardcastle Lane",bus,WRAY:Arriva Yorkshire,232:232,450020700:Emley Church Street | 450050994:Emley Church Street | 450020696:Flockton Green | 450020697:Flockton Green | 450020707:Glebe Close | 450050995:Glebe Close | 450025358:Highfield House | 450028403:Highfield House | 450020695:Hill Top Road | 450025869:Hill Top Road | 450023671:Kirkby Lane | 450051312:Kirkby Lane | 450020693:Park Side | 450020694:Park Side | 450020698:Pinfold Close | 450050992:Pinfold Close | 450020699:Rectory Lane | 450050993:Rectory Lane | 450020708:School Lane | 450020709:School Lane,,2026-02-10 20:00:00+00:00,2026-02-11 05:00:00+00:00,2026-02-10
e2f1178c-8710-4125-af81-9fe4653919a9,2026-02-03T09:37:35Z,WestofEngland,open,roadworks,true,Stop Closure: Crow Lane Lay-by,Crow Lane Lay-by (NE-bound) will be closed between 9:00pm on the 10/02 until 9:00am on the 11/02.,2026-02-10T21:00:00.000Z,2026-02-11T09:00:00.000Z,normal,unknown,Crow Lane Lay-by (NE-bound) will be closed between 9:00pm on the 10/02 until 9:00am on the 11/02.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | LEMB:The Big Lemon | FBRI:First Bristol Limited,1:1 | 3:3 | 40:40 | 76:76,0100BRP91057:Crow Lane Lay-by,,2026-02-10 21:00:00+00:00,2026-02-11 09:00:00+00:00,2026-02-10
d8ff2571-e8fa-430c-8106-d323fc2ec345,2026-02-05T11:59:19Z,TfGM,open,roadworks,false,"Bank House Road, Blackley - Road Closure","Due to a road closure on Bank House Road, bus services are on diversion.",2026-02-11T00:00:00.000Z,2026-02-12T23:59:00.000Z,normal,unknown,Services will divert via Tweedle Hill Road and Chapel Lane.,bus,BNSM:Bee Network | BNSM:Bee Network,41:41 | 56:56,,,2026-02-11 00:00:00+00:00,2026-02-12 23:59:00+00:00,2026-02-11
d2616201-f126-40fa-a8cc-3d756517a8d1,2026-01-21T11:33:24Z,WestofEngland,open,roadworks,true,Stop closure: Blenheim Gardens,The Blenheim Gardens NE stop will be closed 11 to 17 Feb 2026,2026-02-11T00:00:00.000Z,2026-02-17T00:00:00.000Z,normal,unknown,The Blenheim Gardens NE stop will be closed 11 to 17 Feb 2026,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,6:6 | 6a:6a,0180BAC30520:Blenheim Gardens,,2026-02-11 00:00:00+00:00,2026-02-17 00:00:00+00:00,2026-02-11
5501311a-1dec-4d9a-b2dd-7a74ccca965c,2026-02-06T12:47:41Z,TfGM,open,maintenanceWork,true,"Wilmslow Road, Cheadle - Bus Stop Closure","The bus stop on Wilmslow Road, at the junction of Schools Hill is closed due to works taking place.",2026-02-11T00:01:00.000Z,2026-02-12T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Schools Hill.,bus,BNML:Bee Network | BNDB:Bee Network | BNGN:Bee Network,42C:42C | 740:740 | 860:860,1800SG05171:Schools Hill,,2026-02-11 00:01:00+00:00,2026-02-12 23:59:00+00:00,2026-02-11
c55d8a3b-2548-49a4-901e-bbbaabe2b8a8,2026-02-06T12:43:46Z,TfGM,open,maintenanceWork,true,"Moseley Road, Manchester - Bus Stop Closure",The bus stop at the Kingsway Hotel on Moseley Road is closed due to works taking place.,2026-02-11T00:01:00.000Z,2026-02-12T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Fortuna Grove (Stop H).,bus,BNSM:Bee Network,171:171,1800EB03781:Fortuna Grove,,2026-02-11 00:01:00+00:00,2026-02-12 23:59:00+00:00,2026-02-11
1323049b-bb6b-491f-9f30-643a2782c6a8,2026-02-06T13:23:00Z,TfGM,open,maintenanceWork,true,"Offerton Road, Hazel Grove - Bus Stop Closure","The bus stop on Offerton Road, at the junction of Torkington Road is closed due to works taking place.",2026-02-11T00:01:00.000Z,2026-02-14T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Torkington Road.,bus,BNDB:Bee Network | BNGN:Bee Network | BNML:Bee Network | BNML:Bee Network,364:364 | 804:804 | 827:827 | 858:858,1800SG43791:Torkington Road,,2026-02-11 00:01:00+00:00,2026-02-14 23:59:00+00:00,2026-02-11
36c4be13-d2d3-4887-b3f1-69f6c325f584,2026-02-06T13:16:57Z,TfGM,open,maintenanceWork,true,"Orrell Road, Orrell - Bus Stop Closure","The bus stops on Orrell Road, at the junction of Chapel Street and the Fishergate Inn are closed due to works taking place.",2026-02-11T00:01:00.000Z,2026-02-12T23:59:00.000Z,slight,unknown,Customers should board and alight at stops before or after Chapel Street.,bus,AMSY:Arriva | AMSY:Arriva Merseyside | AMSY:Arriva | BNVB:Bee Network,352:352 | 375:375 | 385:385 | 958:958,1800WK04621:Chapel Street | 1800WK04611:Chapel Street,,2026-02-11 00:01:00+00:00,2026-02-12 23:59:00+00:00,2026-02-11
3f24725e-3e84-4c78-8e73-4578fcd5cb6b,2026-02-02T11:49:37Z,WestofEngland,open,maintenanceWork,true,Stop Closure: Burley Grove,Burley Grove will be suspended from 11/02/26 - 12/02/26.,2026-02-11T00:01:00.000Z,2026-02-12T23:59:00.000Z,normal,unknown,Burley Grove will be suspended from 11/02/26 - 12/02/26.,bus,EUTX:Eurocoaches (Bristol),534:534,0170SGB20333:Burley Grove,,2026-02-11 00:01:00+00:00,2026-02-12 23:59:00+00:00,2026-02-11
9dd3c7e5-9922-48d3-96d3-1791260c8daf,2026-02-03T11:54:44Z,WestofEngland,open,maintenanceWork,true,Stop Closure: Court Road,Court Road will be suspended from 11/02/26 - 13/02/26.,2026-02-11T00:01:00.000Z,2026-02-13T23:59:00.000Z,normal,unknown,Court Road will be suspended from 11/02/26 - 13/02/26.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | EUTX:Eurocoaches (Bristol),19:19 | 42:42 | 532:532,0170SGB20208:Court Road | 0170SGB20200:Court Road,,2026-02-11 00:01:00+00:00,2026-02-13 23:59:00+00:00,2026-02-11
06089b01-1ef2-4e5d-96b0-1166c8562eb0,2026-01-30T14:53:03Z,WestofEngland,open,roadworks,true,Stop Closure: Bayswater Avenue,Bayswater Avenue (N-bound) and Bayswater Avenue (S-bound) will be closed between 8:00am on the 11/02 until 5:00pm on the 13/02.,2026-02-11T08:00:00.000Z,2026-02-13T17:00:00.000Z,normal,unknown,Bayswater Avenue (N-bound) and Bayswater Avenue (S-bound) will be closed between 8:00am on the 11/02 until 5:00pm on the 13/02.,bus,SSWL:Stagecoach,505:505,0100BRP92077:Bayswater Avenue | 0100BRP92078:Bayswater Avenue,,2026-02-11 08:00:00+00:00,2026-02-13 17:00:00+00:00,2026-02-11
6c1d3ce7-366e-4487-bf3f-b800a5175adb,2026-01-26T11:13:34Z,WestofEngland,open,roadworks,true,Stop Closure: Bishport Avenue Lay-by,Bishport Avenue Lay-by (W-bound) will be closed between 8:00am on the 11/02 until 5:30pm on the 13/02.,2026-02-11T08:00:00.000Z,2026-02-13T17:30:00.000Z,normal,unknown,Bishport Avenue Lay-by (E-bound) and Bishport Avenue Lay-by (W-bound) will be closed between 8:00am on the 11/02 until 5:30pm on the 13/02.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,36:36 | 75:75,0100BRA10108:Bishport Avenue Lay-by | 0100BRA10109:Bishport Avenue Lay-by,,2026-02-11 08:00:00+00:00,2026-02-13 17:30:00+00:00,2026-02-11
196ad222-0bc0-4223-b73e-42792aedff1e,2026-02-02T13:55:26Z,WestofEngland,open,maintenanceWork,true,Stop Closure: Clock Tower,Clock Tower will be suspended from 11/02/26 - 12/02/26 between 0800-1600.,2026-02-11T08:00:00.000Z,2026-02-11T16:00:00.000Z,normal,unknown,Clock Tower will be suspended from 11/02/26 - 12/02/26 between 0800-1600.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FSRV:Faresaver | FBRI:First Bristol Limited | FBRI:First Bristol Limited,6:6 | 19:19 | 35:35 | SB1:SB1 | SB4:SB4,0170SGB20123:Clock Tower,,2026-02-11 08:00:00+00:00,2026-02-11 16:00:00+00:00,2026-02-11
f8f4547d-4210-4afa-8069-3018c44bb273,2026-02-06T11:13:09Z,WYCA,open,roadworks,true,"Ledston, Ledston Mill Lane (Leeds)",Ledston Mill Lane is closed due to roadworks on Wednesday 11 February from 0800 - 1300.,2026-02-11T08:00:00.000Z,2026-02-11T13:00:00.000Z,slight,unknown,"Service 175 will divert via Barnsdale Road in both directions.

Ledston Village not served during these works.

Nearest available bus stops:

Towards Castleford 45010260 Newton Lane or 45013319 Engine Cottage

Towards Wakefield 45012884 Newton Lane or 45050110 Engine Cottage",bus,WRAY:Arriva Yorkshire,175:175,450013331:Main Street Green Ln | 450050116:Main Street Green Ln | 450010130:White Horse | 450050003:White Horse,,2026-02-11 08:00:00+00:00,2026-02-11 13:00:00+00:00,2026-02-11
9a13c999-5125-41e1-a99b-c79c1080695d,2026-01-26T15:38:17Z,WestofEngland,open,roadworks,true,Stop Closure: Manston Close,Manston Close (N-bound) and Manston Close (S-bound) will be closed between 9:30am on the 11/02 until 3:30pm on the 12/02.,2026-02-11T09:30:00.000Z,2026-02-12T15:30:00.000Z,normal,unknown,Manston Close (N-bound) and Manston Close (S-bound) will be closed between 9:30am on the 11/02 until 3:30pm on the 12/02.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | LEMB:The Big Lemon,2:2 | 2a:2a | 515:515,0100BRA10415:Manston Close | 0100BRA10417:Manston Close,,2026-02-11 09:30:00+00:00,2026-02-12 15:30:00+00:00,2026-02-11
49faa494-cdfb-45dd-98d1-c13fef587a6b,2026-02-04T10:01:13Z,WestofEngland,open,roadworks,true,Stop Closure: Dakota Drive,Dakota Drive (E-bound) will be closed between 9:30am until 2:30pm on the 11/02.,2026-02-11T09:30:00.000Z,2026-02-11T14:30:00.000Z,normal,unknown,Dakota Drive (E-bound) will be closed between 9:30am until 2:30pm on the 11/02.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited,16:16 | 73:73,0100BRA10280:Dakota Drive,,2026-02-11 09:30:00+00:00,2026-02-11 14:30:00+00:00,2026-02-11
